"gameId","gameLength","queue","map","season","version","mode","type"
3205370302,"1912","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3175190975,"1390","420","11","11","8.7.223.9264","CLASSIC","MATCHED_GAME"
3202191810,"2055","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3205009866,"1841","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3197538762,"1893","440","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3187347918,"1494","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3210547662,"1672","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3185611219,"1307","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3222507993,"1384","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3217691098,"1339","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3184923101,"1150","450","12","11","8.8.226.7254","ARAM","MATCHED_GAME"
3223753183,"1032","420","11","11","8.11.231.7304","CLASSIC","MATCHED_GAME"
3216282080,"1888","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3208122854,"1384","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3192787431,"1966","420","11","11","8.9.227.7511","CLASSIC","MATCHED_GAME"
3216577002,"1346","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3192033773,"665","830","11","11","8.9.227.7511","CLASSIC","MATCHED_GAME"
3201044980,"1318","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3215692279,"1894","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3200651771,"1599","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3173224956,"1568","420","11","11","8.7.223.9264","CLASSIC","MATCHED_GAME"
3212448255,"1553","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3149795839,"1231","420","11","11","8.5.220.3006","CLASSIC","MATCHED_GAME"
3187315206,"1954","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3194851848,"1095","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3211661835,"1167","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3178697228,"1227","420","11","11","8.8.225.6906","CLASSIC","MATCHED_GAME"
3202159123,"963","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3202126363,"1335","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3209433629,"1202","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3226112543,"1362","420","11","11","8.11.231.7304","CLASSIC","MATCHED_GAME"
3208450591,"914","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3213922847,"1765","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3219690023,"193","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3195998762,"1306","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3187118647,"1271","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3215036985,"1724","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3153728057,"1445","420","11","11","8.6.222.2149","CLASSIC","MATCHED_GAME"
3199406652,"1103","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3202355775,"1806","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3196686914,"939","430","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3197735490,"3018","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3209269828,"1282","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3191640644,"1218","420","11","11","8.9.227.7511","CLASSIC","MATCHED_GAME"
3182301768,"1969","420","11","11","8.8.225.6906","CLASSIC","MATCHED_GAME"
3220148815,"913","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3220607567,"195","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
