result,c1,c2,c3,c4,c5
Lose,Lucian,Xin Zhao,Irelia,Tahm Kench,Aatrox
Lose,Nidalee,Sivir,Fiddlesticks,Karthus,Renekton
Lose,Poppy,Yasuo,LeBlanc,Graves,Pyke
Lose,Poppy,Yasuo,LeBlanc,Graves,Pyke
Lose,Talon,Xayah,Soraka,Ryze,Xin Zhao
Lose,Ezreal,Camille,Gragas,Ryze,Xin Zhao
Lose,Talon,Aatrox,Caitlyn,Taliyah,Morgana
Lose,Nocturne,Ornn,LeBlanc,Tristana,Karma
Lose,LeBlanc,Braum,Xayah,Sion,Lucian
Lose,Karma,Kai'Sa,Zoe,Rakan,Rek'Sai
Lose,Lissandra,Camille,LeBlanc,Xayah,Kled
Lose,Blitzcrank,Camille,LeBlanc,Xayah,Kled
Lose,Jax,Karma,Irelia,Ezreal,Graves
Lose,Jax,Nidalee,Jhin,Brand,Irelia
Lose,Fizz,Kai'Sa,Ornn,Rakan,Lee Sin
Lose,Morgana,Rek'Sai,Zoe,Maokai,Kai'Sa
Lose,Morgana,Rek'Sai,Zoe,Galio,Nautilus
Lose,Lulu,Shen,Ezreal,Leona,Kled
Lose,Kai'Sa,Morgana,Kha'Zix,Vladimir,Lucian
Lose,Lucian,Zed,Karma,Ezreal,Gragas
Lose,Yasuo,Zoe,Morgana,Gangplank,Aurelion Sol
Lose,Draven,Olaf,Morgana,Gangplank,Elise
Lose,Garen,Janna,Jax,Ezreal,Soraka
Lose,Kog'Maw,Xin Zhao,Renekton,Tahm Kench,Orianna
Lose,Lulu,Taric,Master Yi,Ezreal,Malphite
Lose,Morgana,Taliyah,Fiddlesticks,Kai'Sa,Karma
Lose,Yasuo,Taliyah,Taliyah,Kai'Sa,Karma
Lose,Yasuo,Taliyah,Twisted Fate,Ezreal,Jax
Lose,Zoe,Swain,Xayah,Xin Zhao,Braum
Lose,Zoe,Swain,Xayah,Xin Zhao,Kha'Zix
Lose,Kassadin,Ryze,Jhin,Soraka,Swain
Lose,Ezreal,LeBlanc,Dr. Mundo,Lulu,Warwick
Lose,Mordekaiser,Rakan,Renekton,Lucian,Olaf
Lose,Mordekaiser,Rakan,Renekton,Lucian,Jax
Lose,Ivern,Ahri,Ezreal,Zoe,Morgana
Lose,Nocturne,Kha'Zix,Karma,Ezreal,Rakan
Lose,Nocturne,Kha'Zix,Karma,Kai'Sa,Janna
Lose,Swain,Camille,Ornn,Kha'Zix,Irelia
Lose,Zed,Zoe,Morgana,Vladimir,Graves
Lose,Zed,Twisted Fate,Irelia,Ezreal,Graves
Lose,Fizz,Varus,Singed,Morgana,Xin Zhao
Lose,Pyke,Kai'Sa,Twisted Fate,Morgana,Xin Zhao
Lose,Pyke,Kai'Sa,Pantheon,Karma,Taliyah
Lose,Ezreal,Sion,Trundle,Poppy,Taliyah
Lose,Vladimir,Alistar,Irelia,Kai'Sa,Trundle
Lose,Pantheon,Ezreal,Swain,Tahm Kench,Lulu
Lose,Zoe,Malphite,Elise,Alistar,Ezreal
Lose,Olaf,Rakan,Ezreal,Zoe,Dr. Mundo
Lose,Jhin,Ahri,Ornn,Thresh,Xin Zhao
Lose,Rakan,Kha'Zix,Karthus,Aatrox,Ezreal
Lose,Rakan,Kha'Zix,Karthus,Aatrox,Ryze
Lose,Skarner,Vladimir,Malphite,Alistar,Kai'Sa
Lose,Skarner,Vladimir,Malphite,Alistar,Kai'Sa
Lose,Zoe,Xin Zhao,Ashe,Gangplank,Taric
Lose,Kha'Zix,Kai'Sa,Irelia,Leona,Galio
Lose,Nidalee,Poppy,Zoe,Tristana,Lee Sin
Lose,Pantheon,Poppy,Zoe,Tristana,Lee Sin
Lose,Singed,Yasuo,Ezreal,Graves,Bard
Lose,Sona,Tahm Kench,Janna,Vladimir,Lucian
Lose,Morgana,Camille,Irelia,Vladimir,Lucian
Lose,Irelia,Kai'Sa,Thresh,Taliyah,Camille
Lose,Vladimir,Braum,Ornn,Zoe,Dr. Mundo
Lose,Rek'Sai,Fiddlesticks,Ezreal,Zoe,Dr. Mundo
Lose,Ashe,Gangplank,Zilean,Sejuani,Yasuo
Lose,Ashe,Annie,Heimerdinger,Gangplank,Braum
Lose,Graves,Gangplank,Ezreal,Shyvana,Janna
Lose,Ezreal,Rumble,Xin Zhao,Aatrox,Morgana
Lose,Orianna,Xayah,Fiora,Graves,Janna
Lose,Alistar,Vayne,Fiora,Lee Sin,Swain
Lose,Malphite,Nami,Yasuo,Graves,Swain
Lose,Malphite,Singed,Vayne,Pyke,Malzahar
Lose,Camille,Leona,Camille,Xayah,Gangplank
Lose,Lissandra,Leona,Camille,Xayah,Gangplank
Lose,Xayah,Tristana,Ryze,Trundle,Janna
Lose,Jayce,Tristana,Ryze,Trundle,Janna
Lose,Lissandra,Renekton,Lee Sin,Twisted Fate,Karma
Lose,Lissandra,Renekton,Kassadin,Ivern,Ezreal
Lose,Morgana,Shen,Ezreal,Jax,Karma
Lose,Morgana,Shen,Fiora,Kai'Sa,Olaf
Lose,Aurelion Sol,Alistar,Gangplank,Janna,LeBlanc
Lose,Ezreal,Lee Sin,Bard,Renekton,Annie
Lose,Ezreal,Alistar,Galio,Nocturne,Gangplank
Lose,Kai'Sa,Gangplank,Taliyah,Morgana,Zac
Lose,Kai'Sa,Gangplank,Singed,Graves,Zilean
Lose,Xayah,Irelia,Alistar,Ziggs,Jarvan IV
Lose,Irelia,Graves,Leona,Ekko,Ezreal
Lose,Irelia,Graves,Leona,Ekko,Gangplank
Lose,Kalista,Xin Zhao,Morgana,Ryze,Rakan
Lose,Jax,Xin Zhao,Jinx,Taliyah,LeBlanc
Lose,Renekton,Rakan,Xayah,Kassadin,Zac
Lose,Renekton,Kai'Sa,Bard,Evelynn,LeBlanc
Lose,Talon,Graves,Jhin,Leona,Singed
Lose,Talon,Taliyah,Alistar,Tryndamere,Lucian
Lose,LeBlanc,Morgana,Ezreal,Kai'Sa,Maokai
Lose,LeBlanc,Camille,Tahm Kench,Kog'Maw,Lulu
Lose,Alistar,Lulu,Nocturne,Caitlyn,Gangplank
Lose,Alistar,Lulu,Nocturne,Caitlyn,Zoe
Lose,Jax,Tahm Kench,Ezreal,Graves,Lucian
Lose,Galio,Nami,Jax,Darius,Nocturne
Lose,Ornn,Yasuo,Xayah,Morgana,Graves
Lose,Irelia,Vladimir,Alistar,Kog'Maw,Gangplank
Lose,Soraka,Karma,Kog'Maw,Karthus,Zed
Lose,Ezreal,Nidalee,Braum,Vladimir,Morgana
Lose,Thresh,Jhin,Lee Sin,Irelia,Taliyah
Lose,Ezreal,Darius,Karma,Ivern,Yasuo
Lose,Ezreal,Darius,Kai'Sa,Graves,Lulu
Lose,Fiddlesticks,Kennen,Janna,Rakan,Gangplank
Lose,Rengar,Varus,Soraka,Vladimir,Kha'Zix
Lose,Nocturne,Varus,Bard,LeBlanc,Vayne
Lose,Nocturne,Jhin,Ryze,Fiddlesticks,Camille
Lose,Xin Zhao,Morgana,Kalista,Fiddlesticks,Camille
Lose,Katarina,Nautilus,Xin Zhao,Irelia,Ezreal
Lose,Thresh,Graves,Fizz,Irelia,Ezreal
Lose,Darius,Jhin,Skarner,Irelia,Pyke
Lose,Ezreal,Xin Zhao,Veigar,Alistar,Ezreal
Lose,Lee Sin,Vladimir,Veigar,Camille,Lissandra
Lose,Gragas,Lucian,Vladimir,Camille,Lissandra
Lose,Gragas,Jhin,Rengar,Morgana,Rakan
Lose,Xayah,Cassiopeia,Rengar,Trundle,Rakan
Lose,Lee Sin,Tahm Kench,Azir,Jayce,Teemo
Lose,Graves,Gnar,Ezreal,Janna,Cassiopeia
Lose,Jax,Morgana,Lucian,Xin Zhao,Yasuo
Lose,Draven,Jax,Irelia,Thresh,Nidalee
Lose,Kai'Sa,Karma,Dr. Mundo,Kassadin,Bard
Lose,Lissandra,Jax,Rakan,Xayah,Pyke
Lose,Malphite,Vladimir,Camille,Graves,Kog'Maw
Lose,Lulu,Vladimir,Camille,Graves,Kog'Maw
Lose,Yasuo,Sion,Varus,Xin Zhao,Braum
Lose,Lucian,Alistar,Kai'Sa,Alistar,Ornn
Lose,Jarvan IV,LeBlanc,Jhin,Camille,Lee Sin
Lose,Bard,Galio,Ezreal,Zilean,Graves
Lose,Yasuo,Lucian,Pyke,Zilean,Graves
Lose,Yasuo,Kindred,Pyke,Zilean,Graves
Lose,Sion,Caitlyn,Bard,LeBlanc,Nidalee
Lose,Karthus,Nunu,Kennen,Mordekaiser,Pyke
Lose,Ezreal,Alistar,Janna,Dr. Mundo,Graves
Lose,Vayne,LeBlanc,Xin Zhao,Kai'Sa,Rakan
Lose,Fizz,Renekton,Kai'Sa,Singed,Xin Zhao
Lose,Janna,Annie,Kai'Sa,Singed,Xin Zhao
Lose,Janna,Janna,Ekko,Irelia,Lulu
Lose,Cassiopeia,Pantheon,Braum,Aatrox,Ezreal
Lose,Cassiopeia,Pantheon,Braum,Aatrox,Lee Sin
Lose,Sivir,Janna,Sion,Talon,Lee Sin
Lose,Fiora,Alistar,Camille,Malzahar,Xayah
Lose,Caitlyn,Irelia,Teemo,Jinx,Lee Sin
Lose,Ziggs,Gnar,Fiddlesticks,Kai'Sa,Nidalee
Lose,Lulu,Tryndamere,Fiddlesticks,Kai'Sa,Nidalee
Lose,LeBlanc,Soraka,Camille,Jax,Vayne
Lose,Draven,Janna,Rek'Sai,Cho'Gath,Zoe
Lose,Soraka,Ezreal,Vladimir,Graves,Malzahar
Lose,Kha'Zix,Ornn,Kai'Sa,Talon,Tahm Kench
Lose,Irelia,Ryze,Lucian,Soraka,Skarner
Lose,Lulu,Janna,Vladimir,Irelia,Xerath
Lose,Tahm Kench,Poppy,Nocturne,Orianna,Lucian
Lose,Tahm Kench,Poppy,Nocturne,Orianna,Lucian
Lose,Gangplank,Nidalee,Alistar,Yasuo,Xayah
Lose,Thresh,Camille,Zoe,Olaf,Xayah
Lose,Pyke,Yasuo,Malzahar,Tahm Kench,Katarina
Lose,Karma,LeBlanc,Camille,Kennen,Kai'Sa
Lose,Karma,LeBlanc,Camille,Kennen,Talon
Lose,Xayah,Fiora,Nocturne,Soraka,Sejuani
Lose,Ornn,Xayah,Kennen,LeBlanc,Sejuani
Lose,Gangplank,Karma,Xin Zhao,Renekton,Ezreal
Lose,Jayce,Rakan,Kog'Maw,Ekko,Ezreal
Lose,Ornn,Xin Zhao,Karma,Gragas,Leona
Lose,LeBlanc,Irelia,Xin Zhao,Varus,Leona
Lose,Xin Zhao,Azir,Darius,Ezreal,Nautilus
Lose,Irelia,Rakan,Lulu,Ashe,Lee Sin
Lose,Irelia,Rakan,Lulu,Cho'Gath,Kha'Zix
Lose,Alistar,Lulu,Malphite,Xin Zhao,Jhin
Lose,Nocturne,Janna,Kai'Sa,Ryze,Ornn
Lose,Nocturne,Janna,Kai'Sa,Mordekaiser,Singed
Lose,Talon,Rakan,Irelia,Xin Zhao,Varus
Lose,Camille,Karma,Morgana,Kai'Sa,Skarner
Lose,Camille,Karma,Morgana,Taliyah,Vladimir
Lose,Jax,Alistar,Ezreal,Taliyah,Vladimir
Lose,Jax,Alistar,Ezreal,Yasuo,Ezreal
Lose,Taliyah,Sion,Pantheon,Trundle,Karma
Lose,Jinx,Sion,Ornn,Lulu,Vayne
Lose,Alistar,Jax,Jhin,Sion,Swain
Lose,Trundle,Swain,Alistar,Rengar,Ezreal
Lose,Trundle,Swain,Alistar,Singed,Graves
Lose,Olaf,Caitlyn,Vladimir,Braum,Karma
Lose,Olaf,Alistar,Vayne,Kha'Zix,Riven
Lose,Vladimir,Kai'Sa,Pyke,Graves,Urgot
Lose,Xin Zhao,Thresh,Taliyah,Karma,Dr. Mundo
Lose,Olaf,Fiddlesticks,Rumble,Ezreal,Gangplank
Lose,Ivern,Fiddlesticks,Fiddlesticks,Zoe,Lissandra
Lose,Illaoi,Karthus,Taliyah,Miss Fortune,Thresh
Lose,Jax,Caitlyn,Sion,Kha'Zix,Ryze
Lose,Braum,Ezreal,Sion,Dr. Mundo,Ezreal
Lose,Fizz,Rakan,Graves,Singed,Xin Zhao
Lose,Gangplank,Xayah,Xin Zhao,Nautilus,Zoe
Lose,Gangplank,Xayah,Camille,Kog'Maw,Malzahar
Lose,Lulu,Talon,Gangplank,Lulu,Camille
Lose,Ezreal,Soraka,Gangplank,Lulu,Ziggs
Lose,Maokai,Kayle,Alistar,Vladimir,Nocturne
Lose,Aatrox,Kai'Sa,Shen,Xin Zhao,Garen
Lose,Xayah,Morgana,LeBlanc,Gnar,Olaf
Lose,Xayah,Morgana,Yasuo,Ezreal,Rek'Sai
Lose,Singed,Morgana,Malzahar,Tristana,Xin Zhao
Lose,Singed,Morgana,Pyke,Kai'Sa,Cho'Gath
Lose,Irelia,Camille,Nami,Karma,Fiora
Lose,Twisted Fate,Tahm Kench,Lucian,Pyke,Graves
Lose,Twisted Fate,Tahm Kench,Garen,Zoe,Graves
Lose,Yasuo,Tahm Kench,Garen,Morgana,Ezreal
Lose,Caitlyn,Talon,Lulu,Ashe,Bard
Lose,Caitlyn,Aatrox,Trundle,Morgana,Lissandra
Lose,LeBlanc,Yasuo,Xayah,Syndra,Soraka
Lose,Illaoi,Ezreal,Camille,Talon,Soraka
Lose,Jax,Lulu,Xin Zhao,Ashe,Braum
Lose,Sion,Lulu,Xin Zhao,Talon,Pantheon
Lose,Ezreal,Dr. Mundo,Fiddlesticks,Irelia,Olaf
Lose,Zed,Zoe,Vladimir,Kog'Maw,Graves
Lose,Soraka,Renekton,Sion,Caitlyn,Graves
Lose,Alistar,Renekton,Sion,Caitlyn,Graves
Lose,Dr. Mundo,Camille,Rakan,Xayah,Fizz
Lose,Urgot,Miss Fortune,Xin Zhao,Irelia,Alistar
Lose,Graves,Fiora,Lee Sin,Pyke,Twisted Fate
Lose,Mordekaiser,Zoe,Jax,Xin Zhao,Kog'Maw
Lose,Lulu,Zoe,Jax,Xin Zhao,Kog'Maw
Lose,Camille,Vladimir,Rakan,Varus,Kha'Zix
Lose,Rakan,Poppy,Shaco,Ezreal,Lulu
Lose,Irelia,Graves,Jhin,Ezreal,Karma
Lose,Olaf,Pyke,Gangplank,Swain,Yasuo
Lose,Nocturne,Kai'Sa,Nautilus,Nidalee,Shen
Lose,Nocturne,Kai'Sa,Nautilus,Nidalee,Xin Zhao
Lose,Zoe,Rakan,Skarner,Ezreal,Gangplank
Lose,Vladimir,Taliyah,Ezreal,Thresh,Xin Zhao
Lose,Gangplank,Rakan,Ezreal,Galio,Graves
Lose,Graves,Soraka,Ezreal,Lulu,Garen
Lose,Graves,Soraka,Ezreal,Lulu,Rakan
Lose,Lee Sin,Ezreal,Taliyah,Ryze,Shen
Lose,Draven,Nunu,Karthus,Fiora,Rakan
Lose,Draven,Nunu,Karthus,Fiora,Galio
Lose,Swain,Karma,Caitlyn,Graves,Annie
Lose,Kai'Sa,Camille,Draven,Ryze,Vladimir
Lose,Braum,Ezreal,Graves,Tryndamere,Vladimir
Lose,Karma,Kha'Zix,Riven,Kai'Sa,Irelia
Lose,Kalista,Alistar,Ornn,Graves,Irelia
Lose,Alistar,Kennen,Zoe,Kai'Sa,Xin Zhao
Lose,Karma,Gnar,Lee Sin,Kog'Maw,Alistar
Lose,Shen,Ornn,Irelia,Kog'Maw,Graves
Lose,Malzahar,Morgana,Dr. Mundo,Graves,Kog'Maw
Lose,Fiora,Blitzcrank,Kassadin,Rengar,Xayah
Lose,Olaf,Urgot,Karma,Graves,Camille
Lose,Talon,Ezreal,Morgana,Graves,Camille
Lose,Pyke,Camille,Vladimir,Alistar,Mordekaiser
Lose,Irelia,Xin Zhao,Vladimir,Alistar,Mordekaiser
Lose,Irelia,Kai'Sa,Pyke,Tahm Kench,Graves
Lose,Tristana,Renekton,Vladimir,Kayn,Ezreal
Lose,Zoe,Aatrox,Thresh,Kayn,Darius
Lose,Pyke,Nocturne,Nami,Camille,Ezreal
Lose,Annie,Viktor,Pantheon,Ezreal,Zoe
Lose,Kai'Sa,Trundle,Lee Sin,Alistar,Talon
Lose,Xin Zhao,Dr. Mundo,Nami,Lucian,Irelia
Lose,Zoe,Sejuani,Janna,Renekton,Varus
Lose,Irelia,Vladimir,Nidalee,Jhin,Pyke
Lose,Kai'Sa,Lee Sin,Fiora,Zoe,Soraka
Lose,Kai'Sa,Lee Sin,Fiora,Zoe,Soraka
Lose,Lee Sin,Caitlyn,Gangplank,Twisted Fate,Thresh
Lose,Pyke,Caitlyn,Vladimir,Blitzcrank,Ryze
Lose,Morgana,Zoe,Kalista,Gnar,Xin Zhao
Lose,Aurelion Sol,Lucian,Morgana,Skarner,Fiora
Lose,Lulu,Ezreal,Vel'Koz,Fiddlesticks,Rek'Sai
Lose,Ezreal,Ryze,Vel'Koz,Fiddlesticks,Rek'Sai
Lose,Renekton,Xin Zhao,Kai'Sa,Janna,Singed
Lose,Fiora,Braum,Lucian,Irelia,Trundle
Lose,Fiora,Braum,Lucian,Irelia,Trundle
Lose,Cassiopeia,Sion,Rakan,Ezreal,Trundle
Lose,Sejuani,Leona,Talon,Camille,Katarina
Lose,Ezreal,Graves,Cho'Gath,Tahm Kench,Morgana
Lose,Xayah,Rakan,Lee Sin,Graves,Twisted Fate
Lose,Fiora,Tahm Kench,Ezreal,Graves,Malzahar
Lose,Trundle,Karma,Vladimir,Jhin,Irelia
Lose,Xin Zhao,Taliyah,Dr. Mundo,Jhin,Irelia
Lose,Kai'Sa,Graves,Lulu,Irelia,Fiddlesticks
Lose,Lucian,Ezreal,Leona,Xin Zhao,Vladimir
Lose,Lissandra,Janna,Jarvan IV,Irelia,Jhin
Lose,Lissandra,Nocturne,Kennen,Kai'Sa,Rakan
Lose,Lulu,Morgana,Yasuo,Lissandra,Irelia
Lose,Lulu,Camille,Lulu,Lissandra,Irelia
Lose,Jax,Caitlyn,Lee Sin,Rakan,Ryze
Lose,Graves,Lulu,Alistar,Dr. Mundo,Lucian
Lose,Graves,Lulu,Alistar,Urgot,Corki
Lose,Tristana,Pyke,Rammus,Urgot,Ezreal
Lose,Rakan,Taliyah,Shen,Kha'Zix,Ezreal
Lose,Trundle,Lulu,Irelia,Xin Zhao,Vladimir
Lose,Dr. Mundo,Kha'Zix,Irelia,Twitch,Nautilus
Lose,Dr. Mundo,Kha'Zix,Nidalee,Rakan,Dr. Mundo
Lose,Ezreal,Fizz,Trundle,Singed,Rakan
Lose,Darius,Xayah,Trundle,Singed,Rakan
Lose,Caitlyn,Irelia,Yasuo,Renekton,Alistar
Lose,Rek'Sai,Ezreal,Yasuo,Renekton,Alistar
Lose,Xayah,Malphite,Rakan,Nidalee,Lucian
Lose,Camille,Vladimir,Janna,Jhin,Fiora
Lose,Morgana,Tryndamere,Tahm Kench,Kai'Sa,Vladimir
Lose,Irelia,Morgana,Vladimir,Aatrox,Rek'Sai
Lose,Jhin,Morgana,Vladimir,Aatrox,Rek'Sai
Lose,Kha'Zix,Nocturne,Gnar,Zed,Jhin
Lose,Jax,Soraka,Irelia,Evelynn,Ezreal
Lose,Camille,Shen,Ezreal,Karma,Trundle
Lose,Kindred,Thresh,Kog'Maw,Ornn,Zilean
Lose,Kindred,Ezreal,Rakan,Ornn,Vladimir
Lose,Yasuo,Talon,Kennen,Syndra,Alistar
Lose,Yasuo,Bard,Xin Zhao,Aatrox,Zed
Lose,Trundle,Riven,Xayah,Zilean,Zoe
Lose,Trundle,Zoe,Nidalee,Alistar,Dr. Mundo
Lose,Shen,Jax,Trundle,Tristana,Lulu
Lose,Karma,Kai'Sa,Zac,Kennen,Karthus
Lose,Leona,Singed,Zac,Kai'Sa,Taliyah
Lose,Leona,Singed,Zac,Shen,Evelynn
Lose,Lee Sin,Morgana,Zoe,Jhin,Jayce
Lose,Lee Sin,Morgana,Soraka,Cassiopeia,Xin Zhao
Lose,Caitlyn,Gangplank,Taliyah,Pyke,Lucian
Lose,Yasuo,Orianna,Pantheon,Camille,Zac
Lose,Janna,Rek'Sai,Annie,Dr. Mundo,Ezreal
Lose,Soraka,Gangplank,Caitlyn,Vladimir,Trundle
Lose,Malphite,Alistar,Zoe,Kai'Sa,Trundle
Lose,Ashe,Nami,Graves,LeBlanc,Jayce
Lose,Ashe,Nami,Graves,Skarner,Lucian
Lose,Camille,Vladimir,Rakan,Olaf,Zac
Lose,Karma,Janna,Ezreal,Karthus,Soraka
Lose,Twisted Fate,Ezreal,Nidalee,Yasuo,Soraka
Lose,Singed,Twisted Fate,Shen,Swain,Olaf
Lose,Ziggs,Nautilus,Fizz,Nocturne,Morgana
Lose,Kai'Sa,Ryze,Gangplank,Nocturne,Morgana
Lose,Tristana,Ryze,Morgana,Lulu,Zed
Lose,Olaf,Ezreal,Dr. Mundo,Morgana,Sivir
Lose,Skarner,Ryze,Caitlyn,Alistar,Renekton
Lose,Lee Sin,Singed,Caitlyn,Alistar,Renekton
Lose,Lee Sin,Singed,Annie,Jhin,Xin Zhao
Lose,Jax,Irelia,Ezreal,Alistar,Pantheon
Lose,Trundle,Camille,Ezreal,Fiddlesticks,Lissandra
Lose,Trundle,Camille,Graves,Gragas,Vladimir
Lose,Taliyah,Vladimir,Lucian,Morgana,Lulu
Lose,Taliyah,Vladimir,Karma,Ezreal,Vladimir
Lose,Kha'Zix,Fiora,Xayah,Rakan,Rumble
Lose,Camille,Varus,Yasuo,Fiora,Leona
Lose,Ezreal,Jax,Renekton,Zoe,Morgana
Lose,Leona,Vladimir,Xin Zhao,Gnar,Ezreal
Lose,Leona,Vladimir,Xin Zhao,Gnar,Xin Zhao
Lose,Vladimir,Varus,Ryze,Gnar,Xin Zhao
Lose,Ezreal,Aatrox,Leona,Ezreal,Aatrox
Lose,Soraka,Graves,Lissandra,Ezreal,Aatrox
Lose,Lucian,Fiora,Skarner,Camille,Ezreal
Lose,Swain,Alistar,Jax,Camille,Ezreal
Lose,Alistar,Kai'Sa,Camille,Ezreal,Kha'Zix
Lose,Morgana,Gangplank,Vladimir,Ezreal,Kha'Zix
Lose,Karma,Kai'Sa,Camille,Olaf,Mordekaiser
Lose,Camille,Fiora,Rakan,Ziggs,Jhin
Lose,Camille,Yasuo,Olaf,Ziggs,Ezreal
Lose,Yasuo,Camille,Fiddlesticks,Kayn,Morgana
Lose,Jax,Caitlyn,Swain,Kayn,Morgana
Lose,Jax,Miss Fortune,Irelia,Graves,Alistar
Lose,Jhin,Ornn,Nidalee,Camille,Irelia
Lose,Camille,Ezreal,Lulu,Irelia,Alistar
Lose,Elise,Gangplank,Ezreal,Rakan,LeBlanc
Lose,Xayah,Kayn,Shen,Lulu,Rakan
Lose,Skarner,Kai'Sa,Lissandra,Darius,Soraka
Lose,Karma,Talon,Ekko,Caitlyn,Xin Zhao
Lose,Draven,Poppy,Rakan,Kennen,Graves
Lose,Graves,Ezreal,Galio,Nami,Ornn
Lose,Graves,Ezreal,Galio,Kled,Kog'Maw
Lose,Singed,Lee Sin,Zyra,Twisted Fate,Ezreal
Lose,Varus,Lee Sin,Ezreal,Ryze,Darius
Lose,Fiddlesticks,Graves,Ezreal,Ryze,Darius
Lose,Cassiopeia,Jhin,Rek'Sai,Gangplank,Morgana
Lose,Cassiopeia,Jhin,Pyke,Aatrox,Rek'Sai
Lose,Morgana,Kog'Maw,Lulu,Aatrox,Rek'Sai
Lose,Dr. Mundo,Xin Zhao,Fiddlesticks,Xayah,Lulu
Lose,Gnar,Ryze,Elise,Soraka,Gangplank
Lose,Ezreal,Syndra,Gangplank,Soraka,Gangplank
Lose,Ezreal,Syndra,Gangplank,Xayah,Thresh
Lose,Olaf,Urgot,Camille,Nautilus,Irelia
Lose,Lucian,Sejuani,Vladimir,Jax,Bard
Lose,Graves,Lucian,Taliyah,Lulu,Shen
Lose,Graves,Lucian,Taliyah,Ivern,Shen
Lose,Nami,Lucian,Gnar,Jax,Irelia
Lose,Skarner,Thresh,Fizz,Alistar,Olaf
Lose,Skarner,Irelia,Kassadin,Jhin,Camille
Lose,Renekton,Irelia,Skarner,Xayah,Camille
Lose,Renekton,Irelia,Skarner,Jax,LeBlanc
Lose,Renekton,Miss Fortune,Kai'Sa,Vladimir,Rumble
Lose,Thresh,Graves,Karma,Kha'Zix,Ezreal
Lose,Jax,Ryze,Ezreal,Olaf,Malphite
Lose,Vel'Koz,Ryze,Jhin,Fiora,Nidalee
Lose,LeBlanc,Dr. Mundo,Janna,Ezreal,Nidalee
Lose,LeBlanc,Swain,Bard,Kha'Zix,Ornn
Lose,LeBlanc,Swain,Camille,Pyke,Rakan
Lose,Xin Zhao,Singed,Ezreal,Malzahar,Singed
Lose,Zoe,Pyke,Mordekaiser,Camille,Lissandra
Lose,Alistar,Sejuani,Jhin,Kai'Sa,Yasuo
Lose,Trundle,Gangplank,Xayah,Rakan,Swain
Lose,Trundle,Gangplank,Xayah,Garen,Aurelion Sol
Lose,Morgana,Swain,Kog'Maw,Morgana,Gnar
Lose,Jax,Nocturne,Kai'Sa,Morgana,Lulu
Lose,Katarina,Sejuani,Jax,Thresh,Kalista
Lose,Olaf,Soraka,Zoe,Irelia,Kai'Sa
Lose,Olaf,Soraka,Zoe,Lucian,Alistar
Lose,Morgana,Trundle,Ezreal,Gangplank,Zoe
Lose,Riven,Alistar,Lee Sin,Lucian,Lulu
Lose,Riven,Alistar,Lee Sin,LeBlanc,Jax
Lose,Taric,Ornn,Vel'Koz,Mordekaiser,Master Yi
Lose,Taric,Ornn,Vel'Koz,Katarina,Jax
Lose,Dr. Mundo,Pyke,Lucian,Graves,Cassiopeia
Lose,Alistar,Xayah,LeBlanc,Camille,Gangplank
Lose,Xin Zhao,Karma,Ezreal,Vladimir,Cho'Gath
Lose,Kai'Sa,Fizz,Graves,Ornn,Morgana
Lose,Kai'Sa,Fizz,Graves,Jhin,Ornn
Lose,Olaf,Taric,Kassadin,Morgana,Talon
Lose,Karma,Kog'Maw,Twisted Fate,Irelia,Xin Zhao
Lose,Karma,Kog'Maw,Twisted Fate,Irelia,Xin Zhao
Lose,Rakan,Taliyah,Ryze,Kai'Sa,Irelia
Lose,Leona,Rek'Sai,Karma,Kai'Sa,Irelia
Lose,Vladimir,Jhin,Taliyah,Yasuo,Graves
Lose,Vladimir,Jhin,Taliyah,Camille,Fiddlesticks
Lose,Tahm Kench,Xayah,Aurelion Sol,Lucian,Pyke
Lose,Rakan,Twisted Fate,Taliyah,Lucian,Darius
Lose,Zoe,Janna,Ryze,Sivir,Kha'Zix
Lose,Zoe,Janna,Ryze,Sivir,Kha'Zix
Lose,Yasuo,Ornn,Lulu,Zoe,Rek'Sai
Lose,Aatrox,Twisted Fate,Graves,Ezreal,Pyke
Lose,Zed,Nunu,Urgot,Fiddlesticks,Pyke
Lose,Zed,Ezreal,Camille,Karma,Irelia
Lose,Kayn,Sona,Tahm Kench,Fizz,Gangplank
Lose,Kog'Maw,Olaf,Talon,Ezreal,Thresh
Lose,Cho'Gath,Jax,Talon,Ezreal,Thresh
Lose,Wukong,Nidalee,Irelia,Morgana,Ezreal
Lose,Shen,Xin Zhao,Xayah,Katarina,Rakan
Lose,Teemo,Cassiopeia,Sion,Vladimir,Graves
Lose,Syndra,Janna,Rek'Sai,LeBlanc,Kai'Sa
Lose,Singed,Karma,Vladimir,Kai'Sa,Rakan
Lose,Camille,Evelynn,Vladimir,Ryze,Caitlyn
Lose,Karma,Kai'Sa,Gangplank,Xin Zhao,Taliyah
Lose,Alistar,Kai'Sa,Gangplank,Xin Zhao,Taliyah
Lose,Aatrox,Vladimir,Sion,Ashe,Caitlyn
Lose,Zac,Jayce,Fiora,Yasuo,Lulu
Lose,Lucian,Kennen,Alistar,Yasuo,Lulu
Lose,Xayah,Thresh,Darius,Camille,Ryze
Lose,Skarner,Talon,Lucian,Janna,Nocturne
Lose,Talon,Caitlyn,Darius,Zoe,Jax
