name,champ,cs,kda,kill,death,assist,winratio,play
마마돈워리,Yasuo,CS 201.9 (8.3),1.42:1,4.9,6.5,4.3,44%,36
마마돈워리,Anivia,CS 244.1 (9.5),4.62:1,5.3,2.6,6.5,78%,32
마마돈워리,Ryze,CS 206.9 (8.6),2.54:1,7.0,5.3,6.4,70%,27
마마돈워리,LeBlanc,CS 174.6 (7.1),2.39:1,6.8,5.4,6.2,55%,20
마마돈워리,Cassiopeia,CS 200.9 (8.0),2.02:1,6.3,5.6,5.0,61%,18
마마돈워리,Fiora,CS 227.4 (8.1),1.69:1,6.2,6.5,4.8,65%,17
GabrielCRO,Kha'Zix,CS 133.7 (5.2),3.33:1,6.8,3.8,6.0,59%,146
GabrielCRO,Camille,CS 147.3 (5.5),2.78:1,6.0,4.8,7.3,55%,88
GabrielCRO,Ezreal,CS 225.6 (8.3),3.03:1,5.3,4.1,7.1,54%,82
GabrielCRO,Lee Sin,CS 129.9 (5.2),3.88:1,6.2,3.8,8.6,71%,69
GabrielCRO,Graves,CS 175.0 (7.0),3.83:1,7.0,3.8,7.5,58%,60
GabrielCRO,Sejuani,CS 136.0 (5.2),4.01:1,3.1,3.3,10.3,60%,52
GabrielCRO,Jarvan IV,CS 142.9 (5.2),3.54:1,4.8,4.4,10.9,54%,52
난질수없다,Camille,CS 120.4 (5.2),2.99:1,6.5,4.4,6.7,63%,32
난질수없다,Olaf,CS 147.6 (5.6),3.40:1,5.3,3.5,6.6,65%,23
난질수없다,Ezreal,CS 217.8 (8.6),2.62:1,4.0,3.4,4.8,52%,23
난질수없다,Kha'Zix,CS 134.2 (5.2),4.11:1,8.4,3.4,5.7,63%,16
난질수없다,Sejuani,CS 142.9 (5.3),4.17:1,5.2,4.3,12.6,64%,14
난질수없다,LeBlanc,CS 197.9 (6.8),4.02:1,8.4,3.6,6.3,57%,14
난질수없다,Graves,CS 179.6 (6.5),3.63:1,7.1,3.7,6.3,69%,13
빙돌아튕겨서,Alistar,CS 39.6 (1.6),3.35:1,1.8,3.7,10.6,66%,102
빙돌아튕겨서,Rakan,CS 12.8 (0.5),4.31:1,1.6,3.1,11.5,65%,80
빙돌아튕겨서,Morgana,CS 18.7 (0.7),3.07:1,2.0,4.1,10.6,49%,47
빙돌아튕겨서,Tahm Kench,CS 48.5 (1.9),3.56:1,2.1,3.7,10.9,60%,40
빙돌아튕겨서,Braum,CS 48.9 (1.8),4.00:1,1.3,3.1,10.9,63%,19
빙돌아튕겨서,Caitlyn,CS 202.4 (8.0),2.68:1,3.9,4.0,6.9,71%,7
빙돌아튕겨서,Ezreal,CS 187.7 (7.3),3.04:1,5.0,4.5,8.7,50%,6
오뚜기3분미트볼,Vladimir,CS 222.8 (9.0),3.00:1,5.7,3.6,4.9,66%,38
오뚜기3분미트볼,Camille,CS 231.5 (8.7),3.40:1,7.3,3.4,4.4,70%,30
오뚜기3분미트볼,Gangplank,CS 241.8 (9.2),3.06:1,4.0,3.3,6.1,43%,30
오뚜기3분미트볼,Ryze,CS 236.7 (9.3),2.39:1,4.6,4.1,5.2,58%,26
오뚜기3분미트볼,Jayce,CS 267.5 (9.4),2.49:1,4.9,4.2,5.6,73%,15
오뚜기3분미트볼,Irelia,CS 247.4 (8.1),1.98:1,5.7,5.9,5.9,50%,14
오뚜기3분미트볼,Jax,CS 247.2 (9.2),3.24:1,6.2,3.1,3.8,82%,11
aoligei,Ryze,CS 214.7 (8.4),2.74:1,4.6,3.8,5.9,48%,94
aoligei,Zoe,CS 203.6 (7.7),3.12:1,5.8,4.1,6.9,57%,77
aoligei,LeBlanc,CS 180.2 (7.3),4.18:1,6.0,3.0,6.8,68%,73
aoligei,Orianna,CS 205.9 (8.5),3.30:1,4.4,3.3,6.4,54%,48
aoligei,Taliyah,CS 194.3 (8.3),3.37:1,5.0,3.3,6.2,55%,47
aoligei,Kha'Zix,CS 115.3 (4.6),2.90:1,6.3,4.1,5.5,50%,46
aoligei,Galio,CS 203.0 (7.9),3.42:1,3.5,3.5,8.3,55%,31
진짜잘안죽음,Ezreal,CS 246.5 (9.0),3.75:1,7.8,4.3,8.4,69%,45
진짜잘안죽음,Caitlyn,CS 246.0 (9.5),3.59:1,5.8,3.3,6.1,61%,31
진짜잘안죽음,Kai'Sa,CS 228.5 (9.1),4.04:1,9.5,3.8,5.8,63%,24
진짜잘안죽음,Xayah,CS 230.6 (9.7),4.56:1,7.8,3.3,7.3,79%,19
진짜잘안죽음,Tristana,CS 202.3 (8.8),4.92:1,8.9,3.1,6.4,74%,19
진짜잘안죽음,Varus,CS 227.4 (9.6),5.03:1,9.0,2.5,3.8,69%,13
진짜잘안죽음,Kog'Maw,CS 226.1 (9.0),3.67:1,7.0,3.8,6.8,63%,8
김국어,Tahm Kench,CS 55.1 (2.2),3.25:1,2.0,3.6,9.6,57%,98
김국어,Braum,CS 56.8 (2.0),3.67:1,1.2,3.6,12.1,50%,70
김국어,Alistar,CS 43.2 (1.6),2.68:1,1.3,4.5,10.7,50%,66
김국어,Morgana,CS 20.8 (0.8),2.92:1,1.9,4.5,11.1,45%,53
김국어,Shen,CS 69.8 (2.7),3.98:1,2.2,3.6,12.0,60%,48
김국어,Janna,CS 21.2 (0.8),3.46:1,1.7,3.8,11.5,62%,47
김국어,Rakan,CS 16.7 (0.6),3.18:1,1.3,3.7,10.4,51%,43
KTDEFT,Ezreal,CS 220.9 (9.0),3.68:1,7.3,4.0,7.3,70%,44
KTDEFT,Kai'Sa,CS 247.0 (8.8),3.16:1,8.4,4.9,7.0,70%,27
KTDEFT,Caitlyn,CS 209.7 (8.9),3.64:1,5.9,3.3,6.0,70%,27
KTDEFT,Xayah,CS 251.5 (9.1),2.59:1,6.9,5.3,6.9,58%,24
KTDEFT,Kog'Maw,CS 209.2 (8.8),3.97:1,4.9,3.0,7.0,75%,12
KTDEFT,Jhin,CS 206.6 (8.0),2.76:1,5.0,4.6,7.8,55%,11
KTDEFT,Lucian,CS 226.6 (8.4),2.61:1,5.3,4.9,7.5,60%,10
하얼빈의쟝첸이야,Alistar,CS 28.2 (1.2),3.81:1,2.7,4.2,13.5,72%,69
하얼빈의쟝첸이야,Morgana,CS 14.7 (0.6),3.55:1,3.0,4.3,12.4,69%,39
하얼빈의쟝첸이야,Gragas,CS 28.1 (1.2),2.38:1,3.3,5.8,10.6,67%,36
하얼빈의쟝첸이야,Rakan,CS 11.3 (0.5),3.31:1,3.1,5.0,13.4,58%,31
하얼빈의쟝첸이야,Kha'Zix,CS 126.2 (5.0),2.84:1,8.5,5.1,5.9,67%,30
하얼빈의쟝첸이야,Xin Zhao,CS 119.6 (4.6),1.92:1,5.5,6.7,7.4,57%,23
하얼빈의쟝첸이야,Tahm Kench,CS 42.0 (1.7),1.96:1,2.2,6.0,9.5,43%,21
happywindman2,Vladimir,CS 225.8 (8.8),2.64:1,6.4,4.6,5.7,67%,103
happywindman2,Kha'Zix,CS 124.4 (4.8),2.41:1,7.1,6.2,7.7,58%,79
happywindman2,Kassadin,CS 204.4 (8.0),2.90:1,6.9,4.7,6.7,55%,65
happywindman2,Lee Sin,CS 120.7 (4.7),2.21:1,5.1,5.9,8.0,45%,58
happywindman2,Ryze,CS 222.3 (8.9),2.46:1,5.4,4.6,5.8,54%,56
happywindman2,Jayce,CS 193.3 (7.7),1.95:1,5.7,6.3,6.5,55%,53
happywindman2,Jarvan IV,CS 122.9 (4.9),2.86:1,3.9,5.2,11.1,41%,37
담원쇼메이커,Cassiopeia,CS 226.4 (8.7),3.97:1,8.1,3.6,6.1,75%,65
담원쇼메이커,Zoe,CS 203.7 (7.8),3.51:1,8.1,4.0,5.8,56%,45
담원쇼메이커,Katarina,CS 177.8 (7.3),3.66:1,9.6,4.1,5.4,67%,43
담원쇼메이커,Ryze,CS 219.3 (8.5),2.53:1,5.5,4.2,5.1,42%,38
담원쇼메이커,Jayce,CS 212.0 (7.8),2.93:1,7.6,5.1,7.4,62%,29
담원쇼메이커,Syndra,CS 242.2 (8.6),2.76:1,5.6,4.1,5.8,59%,29
담원쇼메이커,Ekko,CS 201.0 (7.9),3.20:1,7.8,4.0,4.9,57%,28
pvman,Camille,CS 112.2 (4.6),2.70:1,7.8,6.0,8.5,76%,50
pvman,Graves,CS 131.1 (5.2),1.93:1,5.2,6.2,6.9,58%,26
pvman,Xin Zhao,CS 96.7 (4.1),1.86:1,5.7,6.6,6.5,67%,21
pvman,Kha'Zix,CS 97.0 (4.3),3.30:1,8.7,4.4,5.6,79%,14
pvman,Lee Sin,CS 99.8 (4.2),3.27:1,5.0,4.3,9.2,75%,12
pvman,Nidalee,CS 141.8 (6.3),5.03:1,8.4,2.9,6.2,80%,10
pvman,Olaf,CS 118.6 (5.1),3.86:1,4.8,3.1,7.2,67%,9
yiwancibeishang,Kha'Zix,CS 125.8 (5.2),3.13:1,7.3,4.0,5.1,58%,206
yiwancibeishang,Camille,CS 132.9 (5.3),2.83:1,7.2,5.0,7.0,58%,179
yiwancibeishang,Shyvana,CS 171.5 (6.9),3.38:1,5.5,3.3,5.6,51%,141
yiwancibeishang,Gangplank,CS 218.8 (8.3),1.93:1,3.8,5.1,6.0,49%,138
yiwancibeishang,Sejuani,CS 139.2 (5.4),4.08:1,3.9,3.4,10.0,60%,120
yiwancibeishang,Olaf,CS 141.0 (5.7),2.96:1,5.3,4.1,6.8,53%,93
yiwancibeishang,Jarvan IV,CS 135.8 (5.3),2.96:1,5.2,4.9,9.3,46%,87
이도류,Singed,CS 194.9 (8.0),2.42:1,3.9,4.7,7.6,64%,80
이도류,Irelia,CS 200.8 (8.1),2.04:1,6.1,5.2,4.4,52%,54
이도류,Gangplank,CS 187.4 (8.0),2.38:1,3.9,3.6,4.7,53%,43
이도류,Sion,CS 193.4 (7.3),3.80:1,3.3,3.0,8.2,62%,39
이도류,Swain,CS 201.3 (7.7),2.36:1,4.5,4.2,5.5,57%,35
이도류,Camille,CS 182.8 (7.3),2.39:1,5.8,4.9,5.9,61%,33
이도류,Riven,CS 207.6 (7.9),2.05:1,5.2,4.2,3.3,36%,25
Deifinu,Ezreal,CS 211.7 (8.7),3.70:1,5.2,3.1,6.2,60%,101
Deifinu,Caitlyn,CS 218.4 (8.8),2.65:1,4.7,3.7,5.0,49%,53
Deifinu,Kai'Sa,CS 216.7 (8.5),3.24:1,7.1,4.1,6.1,65%,40
Deifinu,Tristana,CS 236.7 (9.3),3.29:1,5.1,3.0,4.8,54%,37
Deifinu,Xayah,CS 233.0 (9.5),3.32:1,4.5,3.2,6.0,55%,31
Deifinu,Jhin,CS 213.0 (8.1),3.31:1,4.5,3.3,6.4,52%,31
Deifinu,Varus,CS 264.2 (9.3),3.73:1,5.4,3.2,6.5,50%,26
뿡형,Kha'Zix,CS 126.9 (5.1),2.98:1,7.4,4.0,4.5,61%,171
뿡형,Camille,CS 135.2 (5.2),2.41:1,6.3,5.2,6.1,53%,79
뿡형,Xin Zhao,CS 125.6 (5.3),2.30:1,5.4,5.2,6.6,50%,72
뿡형,Ezreal,CS 198.1 (7.7),2.59:1,5.4,4.6,6.4,48%,61
뿡형,LeBlanc,CS 170.4 (6.6),2.95:1,7.6,4.3,5.1,66%,56
뿡형,Vayne,CS 191.1 (7.9),2.32:1,6.8,5.0,4.9,61%,51
뿡형,Caitlyn,CS 213.4 (8.0),2.79:1,6.4,4.7,6.6,55%,51
명jhin이,Caitlyn,CS 203.7 (8.0),3.16:1,4.8,3.3,5.8,56%,188
명jhin이,Ezreal,CS 188.3 (7.4),3.54:1,5.1,3.4,6.9,56%,149
명jhin이,Xayah,CS 191.2 (7.8),2.85:1,4.4,3.6,5.9,49%,127
명jhin이,Varus,CS 202.4 (7.9),2.77:1,4.5,3.8,6.0,46%,114
명jhin이,Draven,CS 184.6 (7.5),2.72:1,5.8,4.2,5.7,57%,107
명jhin이,Kalista,CS 207.2 (8.2),2.80:1,5.3,4.0,5.8,47%,95
명jhin이,Taliyah,CS 185.6 (7.2),3.35:1,5.4,3.8,7.5,59%,86
생뚱맞은앵뚱쌩뚱,Ezreal,CS 211.4 (8.5),3.83:1,6.0,3.6,7.8,69%,65
생뚱맞은앵뚱쌩뚱,Tristana,CS 223.5 (8.7),3.35:1,7.5,4.3,6.7,84%,31
생뚱맞은앵뚱쌩뚱,Xayah,CS 215.1 (9.0),4.73:1,7.4,3.2,7.7,76%,21
생뚱맞은앵뚱쌩뚱,Ryze,CS 211.7 (8.3),3.06:1,5.6,4.0,6.5,55%,20
생뚱맞은앵뚱쌩뚱,Caitlyn,CS 211.7 (8.4),2.97:1,5.3,4.2,7.1,58%,19
생뚱맞은앵뚱쌩뚱,Jhin,CS 203.2 (8.2),4.09:1,8.6,4.2,8.5,55%,11
생뚱맞은앵뚱쌩뚱,Kai'Sa,CS 175.5 (8.6),4.50:1,8.3,3.4,7.0,90%,10
롤스터단합KT,Gangplank,CS 217.5 (8.0),2.72:1,5.4,4.7,7.3,59%,147
롤스터단합KT,Camille,CS 191.0 (7.3),2.57:1,7.7,5.3,5.9,70%,94
롤스터단합KT,Gnar,CS 217.9 (8.0),2.63:1,5.7,4.5,6.1,54%,69
롤스터단합KT,Singed,CS 173.6 (7.6),2.66:1,3.9,4.4,7.7,58%,48
롤스터단합KT,Vladimir,CS 215.9 (8.2),2.15:1,5.5,5.0,5.2,58%,45
롤스터단합KT,Zac,CS 119.4 (4.7),3.97:1,3.9,3.8,11.2,59%,44
롤스터단합KT,Swain,CS 192.5 (7.4),2.64:1,5.7,4.5,6.2,53%,38
Levellup,Kha'Zix,CS 145.9 (5.4),3.24:1,6.3,4.0,6.8,53%,114
Levellup,Zac,CS 136.3 (5.3),3.83:1,3.1,3.5,10.4,65%,77
Levellup,Shyvana,CS 167.7 (6.5),3.83:1,6.1,3.3,6.4,59%,66
Levellup,Skarner,CS 132.5 (5.3),3.04:1,3.3,4.0,9.0,50%,40
Levellup,Olaf,CS 150.3 (5.6),3.41:1,5.7,3.8,7.3,64%,39
Levellup,Cassiopeia,CS 220.3 (8.5),2.50:1,5.1,3.9,4.7,63%,38
Levellup,Ezreal,CS 194.3 (7.2),3.72:1,4.7,3.4,7.8,46%,24
bullybully,Camille,CS 179.1 (7.0),2.95:1,5.8,3.8,5.4,61%,147
bullybully,Gnar,CS 184.6 (7.5),3.17:1,4.1,3.1,5.7,60%,98
bullybully,Vladimir,CS 206.2 (7.8),2.28:1,4.5,3.9,4.3,55%,86
bullybully,Gangplank,CS 207.9 (7.8),2.47:1,4.0,4.0,5.9,47%,83
bullybully,Sion,CS 196.8 (7.3),3.27:1,3.3,3.3,7.4,59%,66
bullybully,Ornn,CS 176.6 (6.8),3.17:1,3.4,3.6,8.1,56%,57
bullybully,Fiora,CS 185.1 (7.6),1.79:1,3.9,4.2,3.6,49%,47
아름다운서울,Lee Sin,CS 134.1 (5.5),3.38:1,6.6,4.1,7.4,51%,104
아름다운서울,Kha'Zix,CS 141.4 (5.4),2.89:1,7.8,4.8,6.0,51%,103
아름다운서울,Camille,CS 137.6 (5.7),2.49:1,6.0,5.1,6.6,52%,71
아름다운서울,Xin Zhao,CS 138.3 (5.8),3.03:1,7.4,5.0,7.8,61%,67
아름다운서울,Graves,CS 181.7 (7.3),3.09:1,6.1,4.1,6.6,51%,55
아름다운서울,Olaf,CS 141.5 (6.0),3.56:1,6.5,3.9,7.4,63%,48
아름다운서울,Jarvan IV,CS 145.1 (5.7),3.26:1,4.7,4.3,9.4,51%,43
xiaoqiupup,Aatrox,CS 197.5 (8.0),2.93:1,5.2,3.5,5.1,63%,237
xiaoqiupup,Camille,CS 178.9 (7.3),2.14:1,4.9,4.4,4.6,55%,73
xiaoqiupup,Jax,CS 211.6 (8.2),1.93:1,4.8,4.6,4.0,63%,35
xiaoqiupup,Sion,CS 170.3 (7.0),2.35:1,2.8,3.9,6.4,41%,29
xiaoqiupup,Alistar,CS 47.6 (2.0),2.19:1,1.5,4.9,9.3,57%,14
xiaoqiupup,Tahm Kench,CS 64.9 (2.5),3.00:1,1.9,4.7,12.2,60%,10
xiaoqiupup,Fiora,CS 235.0 (8.5),2.25:1,5.2,4.4,4.8,33%,9
keria00,Tahm Kench,CS 54.7 (2.1),2.94:1,1.6,3.9,9.8,61%,149
keria00,Alistar,CS 44.2 (1.6),2.68:1,1.7,5.0,11.8,46%,84
keria00,Rakan,CS 12.9 (0.5),3.36:1,1.8,4.0,11.8,60%,81
keria00,Braum,CS 54.5 (2.0),3.27:1,1.2,4.0,11.9,49%,75
keria00,Thresh,CS 15.7 (0.6),3.00:1,1.5,4.3,11.3,60%,72
keria00,Morgana,CS 20.7 (0.8),2.83:1,2.1,4.9,11.6,60%,42
keria00,Ezreal,CS 220.8 (8.1),3.66:1,5.3,3.7,8.3,55%,42
구마유시,Ezreal,CS 224.0 (8.7),3.22:1,4.9,3.7,6.9,52%,236
구마유시,Xayah,CS 243.6 (9.4),3.54:1,5.4,3.4,6.5,61%,171
구마유시,Kayn,CS 140.4 (5.4),2.68:1,6.1,4.6,6.2,50%,117
구마유시,Jhin,CS 237.1 (8.9),3.57:1,5.3,3.4,6.8,44%,114
구마유시,Caitlyn,CS 233.9 (9.1),3.13:1,4.7,3.4,5.9,49%,86
구마유시,Tristana,CS 231.4 (9.0),2.67:1,5.2,3.7,4.7,43%,86
구마유시,Kai'Sa,CS 238.1 (9.2),3.34:1,7.3,3.8,5.2,58%,80
Killuafans,Zoe,CS 194.0 (7.5),2.58:1,7.7,5.5,6.5,52%,128
Killuafans,LeBlanc,CS 185.2 (7.2),2.93:1,8.4,5.0,6.4,60%,88
Killuafans,Ryze,CS 226.0 (9.1),2.57:1,6.4,4.9,6.0,51%,82
Killuafans,Kassadin,CS 190.0 (8.0),2.79:1,7.0,4.4,5.4,59%,68
Killuafans,Cassiopeia,CS 212.4 (8.7),2.72:1,6.9,4.8,6.1,68%,60
Killuafans,Orianna,CS 241.7 (9.0),2.84:1,5.9,4.7,7.5,55%,38
Killuafans,Fizz,CS 189.6 (7.4),2.36:1,8.5,5.9,5.5,66%,32
jungsanghyun1,Tahm Kench,CS 60.8 (2.4),3.35:1,2.1,3.4,9.2,53%,112
jungsanghyun1,Alistar,CS 48.2 (2.0),3.91:1,2.1,3.5,11.5,60%,106
jungsanghyun1,Rakan,CS 16.3 (0.7),3.59:1,2.2,3.5,10.4,61%,82
jungsanghyun1,Thresh,CS 23.3 (0.9),3.72:1,1.9,3.4,10.9,55%,62
jungsanghyun1,Shen,CS 64.5 (2.6),4.50:1,2.5,3.2,11.7,59%,59
jungsanghyun1,Janna,CS 27.8 (1.1),4.25:1,2.1,3.1,10.8,51%,59
jungsanghyun1,Braum,CS 62.7 (2.4),4.18:1,1.6,3.2,11.7,46%,54
KongBai,Sion,CS 182.5 (7.0),4.93:1,2.8,2.4,8.9,70%,53
KongBai,Gangplank,CS 221.6 (8.5),2.93:1,4.0,3.5,6.2,62%,53
KongBai,Camille,CS 188.7 (7.2),2.68:1,4.8,4.1,6.1,63%,43
KongBai,Swain,CS 177.4 (7.4),2.17:1,3.1,3.8,5.1,22%,23
KongBai,Kennen,CS 213.9 (8.0),5.02:1,5.6,2.4,6.5,74%,19
KongBai,Darius,CS 202.2 (7.8),2.35:1,5.2,3.7,3.5,47%,17
KongBai,Jayce,CS 194.5 (7.8),2.26:1,3.7,3.9,5.1,75%,16
팀운이절실한사람,Graves,CS 181.6 (7.2),2.46:1,6.6,5.1,6.1,54%,236
팀운이절실한사람,Nidalee,CS 165.8 (6.6),2.93:1,6.5,4.4,6.5,54%,207
팀운이절실한사람,Camille,CS 137.2 (5.4),2.48:1,7.2,5.7,6.8,56%,108
팀운이절실한사람,Karma,CS 30.0 (1.1),2.33:1,3.1,5.8,10.4,51%,55
팀운이절실한사람,Sejuani,CS 149.0 (5.6),3.08:1,3.9,4.1,8.7,48%,42
팀운이절실한사람,Olaf,CS 142.1 (6.0),3.16:1,6.1,4.2,7.2,55%,29
팀운이절실한사람,Jarvan IV,CS 152.3 (5.6),2.63:1,4.3,5.0,9.0,50%,26
HLEKuzan,Ryze,CS 237.2 (8.9),2.23:1,4.6,4.3,4.9,46%,116
HLEKuzan,Vladimir,CS 209.2 (8.1),2.44:1,5.2,4.3,5.3,52%,103
HLEKuzan,Azir,CS 250.8 (9.0),3.19:1,6.5,3.9,5.8,66%,71
HLEKuzan,LeBlanc,CS 172.0 (6.9),2.66:1,5.1,4.2,6.0,50%,56
HLEKuzan,Lissandra,CS 213.5 (8.6),3.18:1,4.3,3.6,7.1,64%,50
HLEKuzan,Galio,CS 214.5 (8.2),3.42:1,4.9,3.9,8.3,65%,48
HLEKuzan,Lucian,CS 225.1 (8.6),1.93:1,5.5,5.1,4.3,54%,46
PandaTV51654,Kha'Zix,CS 124.3 (5.1),2.85:1,7.5,4.8,6.2,60%,98
PandaTV51654,Lee Sin,CS 140.6 (5.5),3.03:1,7.2,5.1,8.3,58%,88
PandaTV51654,Graves,CS 161.9 (6.6),2.18:1,6.3,5.6,5.9,44%,50
PandaTV51654,Xin Zhao,CS 115.0 (5.0),2.40:1,7.5,5.8,6.3,62%,42
PandaTV51654,Twisted Fate,CS 207.8 (8.3),2.63:1,4.3,4.2,6.8,54%,28
PandaTV51654,Nidalee,CS 157.4 (6.2),3.84:1,7.8,4.2,8.4,83%,18
PandaTV51654,Jarvan IV,CS 127.4 (4.4),3.49:1,3.9,5.6,15.8,88%,8
ceIlceIl,Soraka,CS 11.6 (0.5),2.27:1,2.4,6.5,12.4,64%,225
ceIlceIl,Dr. Mundo,CS 157.2 (6.0),2.05:1,4.6,5.5,6.6,62%,34
ceIlceIl,Janna,CS 11.9 (0.5),2.20:1,1.8,5.9,11.2,59%,22
ceIlceIl,Jax,CS 147.6 (5.7),2.13:1,4.7,5.3,6.6,60%,10
ceIlceIl,Twisted Fate,CS 152.0 (6.2),2.09:1,4.3,5.7,7.5,67%,6
ceIlceIl,Twitch,CS 107.0 (6.8),7.00:1,3.0,1.0,4.0,100%,1
ceIlceIl,Graves,CS 186.0 (4.6),2.00:1,4.0,10.0,16.0,100%,1
So1o,Nidalee,CS 155.5 (6.2),3.00:1,5.8,4.1,6.4,56%,193
So1o,Camille,CS 119.9 (4.8),2.85:1,5.9,4.6,7.2,62%,121
So1o,Kha'Zix,CS 135.4 (5.2),2.71:1,6.7,4.5,5.5,55%,47
So1o,Xayah,CS 205.4 (8.2),2.38:1,4.3,4.8,7.3,47%,32
So1o,Sejuani,CS 129.2 (5.2),3.43:1,3.2,3.4,8.5,48%,27
So1o,Zac,CS 127.5 (4.7),5.04:1,4.0,3.1,11.6,63%,24
So1o,Elise,CS 119.6 (4.6),2.19:1,4.6,5.6,7.6,43%,14
아프니까청춘이야,Kha'Zix,CS 143.8 (5.4),3.83:1,8.6,3.7,5.7,64%,141
아프니까청춘이야,Sejuani,CS 137.9 (5.4),4.63:1,3.9,2.9,9.4,55%,91
아프니까청춘이야,Zac,CS 139.7 (5.0),4.65:1,4.2,3.1,10.3,49%,67
아프니까청춘이야,Graves,CS 182.0 (7.1),2.90:1,7.1,4.4,5.6,48%,67
아프니까청춘이야,Ezreal,CS 237.8 (9.0),3.03:1,6.5,4.4,7.0,57%,53
아프니까청춘이야,Nidalee,CS 165.4 (6.2),3.13:1,7.8,4.6,6.7,49%,43
아프니까청춘이야,Skarner,CS 127.6 (5.0),3.25:1,3.1,4.0,10.0,46%,41
NOoOBZ,Vladimir,CS 224.7 (8.8),1.99:1,6.1,5.4,4.7,58%,137
NOoOBZ,Darius,CS 238.2 (8.4),2.28:1,5.8,4.3,3.9,57%,98
NOoOBZ,Camille,CS 117.5 (5.2),2.44:1,6.3,5.0,6.0,57%,92
NOoOBZ,Kha'Zix,CS 116.2 (4.7),2.25:1,6.3,5.6,6.4,57%,54
NOoOBZ,Xin Zhao,CS 107.3 (4.8),2.97:1,5.9,4.4,7.1,62%,53
NOoOBZ,Corki,CS 267.6 (10.6),2.04:1,5.5,4.6,3.9,47%,53
NOoOBZ,Graves,CS 143.1 (6.1),2.72:1,6.8,5.1,7.0,56%,48
zlpgj,Xin Zhao,CS 137.8 (6.1),3.00:1,5.9,4.1,6.4,68%,128
zlpgj,Kha'Zix,CS 133.5 (5.3),3.19:1,7.0,3.9,5.5,50%,117
zlpgj,Graves,CS 162.7 (6.8),3.12:1,5.3,3.8,6.6,53%,89
zlpgj,Olaf,CS 160.6 (6.3),3.99:1,6.8,3.5,7.4,58%,77
zlpgj,Trundle,CS 116.3 (5.0),3.39:1,3.7,3.5,8.2,53%,77
zlpgj,Jax,CS 164.9 (6.6),3.35:1,5.1,3.3,5.8,58%,36
zlpgj,Nocturne,CS 158.3 (6.5),2.80:1,7.1,4.6,5.8,56%,32
KZKhan,Camille,CS 217.4 (8.1),2.22:1,5.8,4.8,5.0,63%,112
KZKhan,Vladimir,CS 223.2 (8.7),2.22:1,4.9,4.3,4.7,57%,67
KZKhan,Gangplank,CS 249.9 (8.7),2.36:1,5.1,5.3,7.4,49%,45
KZKhan,Sion,CS 223.0 (7.9),2.20:1,2.9,4.5,7.0,48%,40
KZKhan,Jax,CS 203.8 (8.1),1.55:1,4.9,5.7,4.0,59%,34
KZKhan,Ryze,CS 231.7 (9.3),1.36:1,2.9,5.0,3.9,33%,27
KZKhan,Fiora,CS 205.1 (7.8),1.51:1,5.1,6.0,3.9,47%,17
lbkgnfkgng,Ezreal,CS 207.7 (8.4),3.72:1,5.6,3.3,6.6,62%,101
lbkgnfkgng,Tristana,CS 208.1 (8.5),3.76:1,6.4,3.3,6.0,61%,49
lbkgnfkgng,Caitlyn,CS 236.8 (8.7),3.13:1,5.8,4.0,6.8,61%,41
lbkgnfkgng,Vladimir,CS 213.3 (8.7),4.06:1,5.5,2.7,5.4,70%,33
lbkgnfkgng,Xayah,CS 225.4 (8.7),2.65:1,4.4,3.8,5.5,43%,21
lbkgnfkgng,Kassadin,CS 187.4 (7.9),4.64:1,6.3,2.5,5.3,67%,18
lbkgnfkgng,Braum,CS 48.9 (1.9),3.92:1,1.7,3.0,10.1,53%,17
루팡그냥너,Karthus,CS 196.8 (7.6),1.98:1,6.9,7.2,7.4,59%,308
루팡그냥너,Zilean,CS 158.9 (6.0),1.95:1,2.7,6.2,9.3,50%,30
루팡그냥너,Syndra,CS 204.0 (7.3),1.25:1,3.9,7.3,5.2,35%,23
루팡그냥너,Ezreal,CS 187.1 (7.8),1.81:1,4.2,5.1,5.0,50%,20
루팡그냥너,Kog'Maw,CS 228.3 (8.0),1.89:1,5.9,7.0,7.4,75%,8
루팡그냥너,Rammus,CS 141.3 (4.8),2.35:1,2.8,6.5,12.5,50%,4
루팡그냥너,Soraka,CS 27.3 (0.8),2.08:1,2.3,8.0,14.3,33%,3
201114,Camille,CS 126.3 (5.7),2.52:1,6.0,4.7,5.8,53%,34
201114,Sejuani,CS 119.6 (5.1),4.01:1,4.1,3.6,10.4,61%,28
201114,Olaf,CS 140.7 (5.5),3.47:1,7.2,4.9,9.6,67%,27
201114,Lee Sin,CS 118.7 (4.7),3.29:1,6.3,4.4,8.3,58%,24
201114,Kha'Zix,CS 133.3 (5.1),3.80:1,9.0,4.3,7.5,70%,23
201114,Skarner,CS 129.2 (5.6),3.79:1,3.5,3.1,8.4,62%,21
201114,Jarvan IV,CS 121.4 (4.9),3.86:1,5.3,4.2,11.0,63%,19
먹는게즐거워,Karma,CS 49.0 (1.9),3.24:1,2.3,4.0,10.7,56%,253
먹는게즐거워,Braum,CS 51.8 (2.0),3.01:1,1.2,4.1,11.2,48%,82
먹는게즐거워,Janna,CS 17.5 (0.7),2.99:1,1.6,4.2,11.1,58%,69
먹는게즐거워,Tahm Kench,CS 52.2 (2.0),2.37:1,1.6,4.6,9.2,52%,60
